my:Belonging to or associated with the speaker
myself:Used by a speaker to refer to himself or herself
we:Used by a speaker to refer to himself or herself and one or more other people considered together
our:Belonging to or associated with people in general
ours:Used to refer to a thing or things belonging to or associated with the speaker and one or more other people previously mentioned or easily identified
ourselves:We or us personally
you:Used to refer to the person or people that the speaker is addressing
your:Belonging to or associated with any person in general
yours:Used to refer to a thing or things belonging to or associated with the person or people that the speaker is addressing
yourself:You personally
yourselves:You personally
him:Used as the object of a verb or preposition to refer to a male person or animal previously mentioned or easily identified
his:Belonging to or associated with a male person or animal previously mentioned or easily identified
himself:Used as the object of a verb or preposition to refer to a male person or animal previously
she:Used to refer to a woman, girl, or female animal previously mentioned or easily identified
her:Used as the object of a verb or preposition to refer to a female person or animal previously 
hers:Used to refer to a thing or things belonging to or associated with a female person or animal previously mentioned
herself:Used as the object of a verb or preposition to refer to a female person or animal previously mentioned
itself:Used as the object of a verb or preposition to refer to a thing or animal previously mentioned
they:Used to refer to two or more people or things previously mentioned or easily identified
them:Used as the object of a verb or preposition to refer to two or more people or things previously mentioned 
their:Belonging to or associated with the people or things previously mentioned or easily identified
theirs:Used to refer to a thing or things belonging to or associated with two or more people or things previously mentioned
themselves:Used as the object of a verb or preposition to refer to a group of people or things previously mentioned
what:Asking for information specifying something
which:Asking for information specifying one or more people or things from a definite set
whom:Used instead of ‘who’ as the object of a verb or preposition
this:Used to identify a specific person or thing close at hand or being indicated or experienced
that:Used to identify a specific person or thing observed or heard by the speaker
these:Plural form of this
those:Plural form of that
the:Denoting one or more people or things already mentioned or assumed to be common knowledge
and:Used to connect words of the same part of speech, clauses, or sentences, that are to be taken jointly
if:Introducing a conditional clause
because:For the reason that 
until:Up to (the point in time or the event mentioned)
of:Expressing the relationship between a part and a whole
for:In support of or in favour of (a person or policy)
with:Accompanied by (another person or thing)
against:In opposition to
into:Expressing movement or action with the result that someone or something becomes enclosed or surrounded by something else
during:Throughout the course or duration of (a period of time)
to:Expressing motion in the direction of (a particular location)
from:Indicating the point in space at which a journey, motion, or action starts
when:At what time
where:In or to what place or position
how:In what way or manner; by what means
nor:literary term for neither
than:introducing the second element in a comparison
should:Used to indicate obligation, duty, or correctness, typically when criticizing someone’s actions
ab:an abdominal muscle
ad:an advertisement
ah:an exclamation
am:the present tense of be
an:a form of the indefinite article
as:used to convey relative extent or degree
at:expressing location or time
aw:an exclamation
be:to exist
by:beside
do:to perform an action
eh:an exclamation
er:expressing doubt or hesitation
ex:a former spouse or partner
go:to move or travel
ha:an exclamation
hi:a greeting
ho:an exclamation
in:within
is:the present tense of be
it:a thing
ma:a person's mother
me:the objective case of the first-person pronoun I
my:belonging to me
no:not any
of:belonging to
oh:an exclamation
oi:used to attract attention
ok:used to express assent, agreement, etc.
om:a sacred mantra
on:supported by or covering
or:used to link alternatives
oy:oi
pa:father
pi:a Greek letter
so:therefore
ta:thank you
to:expressing direction in relation to a location
uh:expressing hesitation
um:expressing hesitation
up:towards a higher position
the:specifies, or makes particular
and:added condition or stipulation
for:directed to someone or something
are:present tense of the word be, or a metric unit
but:on the contrary
not:no way
all:everything
any:one
can:a container 
was:to have actuality, a form of the word be
out:to be revealed of something or go outdoors or go beyond expectations
day:between sunrise and sunset
get:to come into possession of something
has:wealthy person, a form of had
how:a way of doing something
now:right at this very moment, the present time
see:to look or perceive with one’s eyes
two:the number
way:a method of doing something
who:a person or persons
boy:a young person who is of male gender
did:part of the musical scale
its:the possessive form of it
let:giving permission to
put:to place something in a spot of your choice
say:speak words from one’s mouth
she:a female human being
too:in addition
use:put into service
dad:father
mom:mother
